6.118000000000000105e-01,7.500000000000000000e-01,2.000000000000000111e-01,2.000000000000000111e-01,2.426682760735869582e-02,3.000229547540447100e-02,0.000000000000000000e+00,7.131167644959035545e-02,1.915109926760870107e-01,3.300000000000000155e-01
8.013000000000000123e-01,6.300000000000000044e-01,0.000000000000000000e+00,7.142857142857142461e-02,1.580082003640031693e-02,3.284652291377129774e-02,4.244871454581902390e-03,1.455018545198958901e-01,2.126376629537841123e-01,1.700000000000000122e-01
5.788000000000000922e-01,6.999999999999999556e-01,3.333333333333333148e-01,2.666666666666666630e-01,3.138418932732309902e-02,3.225517290768107476e-02,0.000000000000000000e+00,1.305642550592670537e-01,2.094257679815718920e-01,5.000000000000000000e-01
4.067999999999999949e-01,5.500000000000000444e-01,2.424242424242424310e-01,3.030303030303030387e-01,2.153515556489660546e-02,1.071091529831972797e-02,0.000000000000000000e+00,5.420704597769227667e-02,1.959036606625094712e-01,5.000000000000000000e-01
6.818000000000000727e-01,6.800000000000000488e-01,0.000000000000000000e+00,9.090909090909091161e-02,1.330650055880610964e-02,1.947401807081597033e-02,0.000000000000000000e+00,6.277843761452434057e-02,1.918831168831168776e-01,7.500000000000000000e-01
5.099000000000000199e-01,7.600000000000000089e-01,8.333333333333332871e-02,0.000000000000000000e+00,2.373134581946866398e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.761229877898498497e-02,2.051543608896549964e-01,5.999999999999999778e-01
6.767000000000000792e-01,6.099999999999999867e-01,0.000000000000000000e+00,3.157894736842105088e-01,8.111835003863825458e-03,2.148961132915932701e-02,3.031587540061532905e-03,2.059603947211992581e-01,1.937759329733014513e-01,4.299999999999999933e-01
5.190000000000000169e-01,5.100000000000000089e-01,3.571428571428571508e-01,3.392857142857143016e-01,2.840086267126633313e-02,1.183616374808686873e-02,3.232032888197774578e-03,3.439409757749903318e-02,2.121238025754248191e-01,1.199999999999999956e-01
4.854999999999999871e-01,6.800000000000000488e-01,0.000000000000000000e+00,6.666666666666666574e-02,4.529319266823576134e-02,5.753493789242910758e-03,6.191330010150354612e-03,2.060708216087310529e-02,1.870181974887857312e-01,4.000000000000000222e-01
5.722000000000000419e-01,6.800000000000000488e-01,4.285714285714285476e-01,2.857142857142856984e-01,1.311162431861204875e-02,8.781994574065496093e-03,5.192070978936289688e-03,1.108525853656658899e-01,2.395718191582853207e-01,2.500000000000000000e-01
5.771000000000000574e-01,6.800000000000000488e-01,1.000000000000000056e-01,0.000000000000000000e+00,1.540014739142764322e-02,2.507715018321941478e-02,0.000000000000000000e+00,7.918604110880329838e-02,1.860618597089185589e-01,3.300000000000000155e-01
6.691000000000000281e-01,5.200000000000000178e-01,2.000000000000000111e-01,2.500000000000000000e-01,1.740167611487785163e-02,3.025467500256423872e-02,2.742799461234129207e-03,9.566879847607899501e-02,1.929021642071210851e-01,5.000000000000000000e-01
5.733000000000000318e-01,5.699999999999999512e-01,1.250000000000000000e-01,4.375000000000000000e-01,3.688102971883098352e-02,1.188746216158504017e-02,5.265091158118428462e-03,3.132672073806437585e-02,1.997724218319184286e-01,0.000000000000000000e+00
5.917999999999999927e-01,7.199999999999999734e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.105440112366780442e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.289406192435045562e-01,1.788017032450230637e-01,2.500000000000000000e-01
5.115999999999999437e-01,5.799999999999999600e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.104617940803969113e-03,1.904489485512156702e-02,0.000000000000000000e+00,1.174543328523202784e-01,2.075119025854319788e-01,1.000000000000000000e+00
6.140999999999999792e-01,5.799999999999999600e-01,2.083333333333333426e-01,3.750000000000000000e-01,6.585866126709189264e-03,1.464285243809022342e-02,3.429126360975927757e-03,3.920183376433263034e-02,2.146657368661087639e-01,4.299999999999999933e-01
5.657999999999999696e-01,5.500000000000000444e-01,2.800000000000000266e-01,2.800000000000000266e-01,2.485677502340578882e-02,2.161240343471833043e-03,1.016107115495991885e-02,9.298590392129305049e-02,1.998765823168918709e-01,0.000000000000000000e+00
